kappa_lo,lambda_margin
-0.1805,0.02645610323233737
-0.18,0.026121758180296637
-0.1795,0.026203157709347922
-0.179,0.02628453183670931
-0.1785,0.026365883701326122
-0.178,0.026032136777396814
-0.1775,0.026113564742384052
-0.177,0.026194979927740274
-0.1765,0.02627635671697585
-0.176,0.02594321547299815
-0.1755,0.026024662929346475
-0.175,0.02610610578255633
-0.1745,0.026187520884894972
-0.174,0.025854966766276025
-0.1735,0.025936454625502262
-0.173,0.02601793365870706
-0.1725,0.026099381993224757
-0.172,0.025767420054472225
-0.1715,0.025848935102446992
-0.171,0.025930455196106462
